Sample,S1,S2,S3,S4,S5,S6,S7,S8,S9,E12,Material
aug_6.0_61657710,6.011008017274353,6.627528039357109,6.389950067662899,6.449819826315223,7.181150195721938,6.562544597098473,5.658195549573548,5.309972545732876,4.643125422148781,98.3902538346171,6.0
2021_Aug_31_SR-3501_SN19387Q4__00245.sed,5.925997042650539,6.286370964346763,6.024801714124106,6.1428030738004615,6.708560230225101,6.454127617192581,5.70709560907833,5.339398429264542,4.711224126325327,90.6267746944304,2.0
5374,8.454151685360564,9.00387924462161,8.700202018142972,8.94007510318296,9.690440395647261,9.367487046416407,8.343618170855628,7.781505953496985,6.820792773383131,132.0373477786685,7.0
aug_mixup_1.0_711147,8.427048993956875,8.988664470468633,8.69336765640342,8.943938095574545,9.712653222692577,9.36542454260579,8.321665249591632,7.757440198251027,6.772453905003132,132.3418801538195,1.0
aug_0.0_6b771021,8.689886336577368,9.250833921006112,8.93203117237598,9.180525169828957,9.951961018912593,9.633603005773713,8.588586330814538,8.023492600809027,7.044386268310442,135.1548062177191,0.0
2826,8.117120251276042,8.558769048771353,8.165437781863034,8.324516486861134,8.985177507898237,8.731114262103631,8.074564721398827,7.4411687958066315,6.508608693819087,122.48018591631576,7.0
aug_mixup_8.0_6249,7.747705710485696,8.260322112262156,7.974410031120287,8.18756185041216,8.880881845009473,8.555683975820276,7.590190661716231,7.078305523663175,6.212020419072217,121.55017372362668,8.0
2021_Sep_01_SR-3501_SN19387Q4__00251.sed,8.678849690383007,9.240706156695085,8.923064721768226,9.17394716838275,9.946060598099741,9.625855167245918,8.577444912047847,8.013404564041933,7.03174796643205,135.07953870685162,4.0
1321,8.392582242839124,8.949884252871081,8.646783261594374,8.878698706357632,9.634298197489848,9.298699396901267,8.274110747277454,7.717520804134122,6.766801418306602,131.2449661284674,2.0
2021_Aug_31_SR-3501_SN19387Q4__00674.sed,8.600397678714295,9.164581806846412,8.851375098507603,9.104526484950714,9.88198249257083,9.550951579549906,8.496559745065934,7.934096233693101,6.947211956917,134.20700624363823,3.0
aug_mixup_1.0_394961,4.539393624554587,4.946933172151458,4.728785508891997,4.8222437516681325,5.27958447697653,4.926983875610529,4.297387347882115,3.914274130173146,3.3737452956214806,75.27141573379836,1.0
2021_Aug_30_SR-3501_SN19387Q4__00035.sed,8.080402269090271,8.615432671478041,8.345866936884942,8.5791185845571,9.29426603370242,8.96542155631604,7.96936843579307,7.395604371912598,6.446040691051002,127.67178372808439,1.0
aug_4.0_1c7eb5a9,8.66762733588376,9.230663802441615,8.914692524527487,9.163915336028037,9.936099910058825,9.611990067042765,8.564463753979904,8.002068455308255,7.023615969192275,134.93941127805962,4.0
2021_Aug_31_SR-3501_SN19387Q4__00012.sed,6.277968381321179,6.682132703211234,6.421794716997729,6.566358840648308,7.141699495908542,6.871880394843634,6.076752559482781,5.654499096738513,4.94840130467912,97.03046572526165,2.0
2021_Sep_01_SR-3501_SN19387Q4__00838.sed,6.133317667760071,6.621532057169411,6.442143079948039,6.6188735441016275,7.155935422152602,6.834896063226335,5.985600885738241,5.447649309521583,4.681922866355495,101.71737790157046,6.0
aug_5.0_655b664f,8.36947663873763,8.94939542682567,8.661981494836306,8.898075978634736,9.674407175414373,9.304649359422566,8.254376150540608,7.712897359876247,6.740758152390165,131.61653527560543,5.0
2021_Aug_30_SR-3501_SN19387Q4__00201.sed,8.636614997197317,9.191711851412359,8.873332937250552,9.121556227359768,9.886203820266918,9.573762936659564,8.53686354537939,7.976010000380038,7.001512756705184,134.25730811075897,1.0
5134,8.623523055562117,9.181012847974845,8.865199530428368,9.111372964382497,9.877479657291694,9.558470590025138,8.518897371344615,7.957069221277481,6.984555566720416,134.19502514843998,9.0
2021_Sep_01_SR-3501_SN19387Q4__00661.sed,8.269575912849627,8.851112600472476,8.564712430406527,8.778815518806702,9.54441534763449,9.17792613973494,8.147106901336084,7.612539232913579,6.656975776581611,130.09463908017858,5.0
2021_Aug_30_SR-3501_SN19387Q4__00199.sed,7.732544809856275,8.324559329499884,8.085973225689754,8.319903821010197,9.110890337965081,8.632902169271487,7.578333640333783,7.049346750023781,6.098902238168158,124.30053886944796,1.0
2021_Aug_31_SR-3501_SN19387Q4__00151.sed,6.755591524571877,7.253707400236401,6.974964796960707,7.080538991963579,7.76496135355316,7.361755254935547,6.483801763716683,6.057176085764088,5.319120931768736,105.7481100135637,2.0
2021_Sep_01_SR-3501_SN19387Q4__00666.sed,8.300233985455119,8.882609149429708,8.597758494863209,8.820220311698737,9.590565395580985,9.219248561753146,8.180346062451378,7.643414045056693,6.681799918123013,130.627462852255,5.0
4170,7.709465003289562,8.216300548406206,7.926897230424437,8.136529998308806,8.827553318480327,8.505504935550992,7.547851633751833,7.045708169939531,6.188645596392272,120.68794593440012,8.0
aug_0.0_31133651,8.690807375019322,9.251698764594273,8.93313064215075,9.183328412948608,9.954788639316554,9.637084016223955,8.590231786803022,8.0244156693206,7.043561226262983,135.19962364147622,0.0
aug_mixup_3.0_963910,8.324708760453131,8.880837094092419,8.578166056789385,8.802192886817172,9.556208429956992,9.212283424741225,8.19642281142082,7.650752629506838,6.708231550475176,130.0919594298509,3.0
2021_Sep_01_SR-3501_SN19387Q4__01055.sed,7.4391071709201775,8.066745551936602,7.841896776496653,8.110467808190647,8.960639972977276,8.392414147794486,7.254352313419796,6.766750732265552,5.816355881088898,121.07345112344262,6.0
aug_mixup_5.0_509616,5.24353386209963,5.634830517351306,5.400146523412232,5.497428923503607,5.980882476600238,5.821395093854235,5.166548789335333,4.872905823541107,4.346951707091003,81.08476512260046,5.0
2021_Aug_31_SR-3501_SN19387Q4__00016.sed,6.368975830661439,6.782586044445978,6.514594644929685,6.642362608536278,7.242600910354858,6.930770107198185,6.1153340858111385,5.689616217706262,4.978049082553411,98.7221464884704,2.0
272,5.010425037014916,5.406589896148925,5.265017428942162,5.336499259416207,5.714205462069676,5.550679385184154,4.935671847280529,4.600435968657849,4.035168849212263,80.53239662512706,9.0
3139,8.664196751686084,9.220446860720553,8.904197607552565,9.152352995882353,9.918859561118392,9.604332440570978,8.564295349299947,7.9984118665775545,7.020136772592839,134.75867178033954,9.0
905,6.44549504553026,6.926068285979146,6.692443891365237,6.878389836190687,7.437543747514624,7.163607247769669,6.345627196063157,5.866552406303349,5.106319270991727,102.96035604365886,2.0
aug_0.0_147c03dd,8.691209199915995,9.249152614335596,8.928751469741309,9.177132613557665,9.947430413291947,9.632739291071763,8.58953129882743,8.024980390830878,7.046571372484731,135.09015039741067,0.0
4225,8.468455552838728,9.015535716782397,8.71102928900871,8.953806296297016,9.701077142492743,9.386235742120686,8.363770212054336,7.799676740371785,6.837437094624154,132.17164905851092,7.0
4417,8.371040651964872,8.916515470978313,8.613922517002012,8.84943225122247,9.594518464200636,9.270180853802335,8.253623642345085,7.696014125145799,6.747133860305768,130.8107185489286,2.0
439,8.158885894911679,8.650928864782728,8.308161376437091,8.488712355651232,9.16757310310486,8.932804787945182,8.112970716051505,7.629542172931506,6.700028724064865,124.68656401857203,4.0
181,5.850985617779406,6.1871059873676195,5.839448236298463,5.939457391068721,6.451575484342358,6.327740996442345,5.7844666297510035,5.583148146944181,5.028561018131374,83.81049474326943,5.0
1432,8.490162451948294,9.014218552977056,8.681149462666628,8.906935598337196,9.650961164367288,9.335729411366822,8.387168898356496,7.797253912966022,6.834460044537808,131.37164927067266,7.0
2021_Aug_31_SR-3501_SN19387Q4__00677.sed,8.24858625410155,8.783055401449968,8.483555303183053,8.719800512011831,9.447960282916835,9.146276871316605,8.153235004346369,7.610282515321006,6.675846504076496,128.47611683165306,3.0
4750,8.526654217918743,9.081110915183643,8.772908613094092,9.016480107996346,9.772919014649608,9.455893628531296,8.425586138048185,7.8645646288634055,6.89831044737526,132.91202176731989,9.0
711,7.349239278765114,7.7161739717130935,7.3246929131061265,7.427514006843461,8.026715323225423,7.903177851754786,7.402466577321761,6.822134515530194,5.901461375300564,109.3591557778363,7.0
2021_Aug_31_SR-3501_SN19387Q4__00039.sed,6.501562945266034,7.025020414172612,6.762621878435631,6.858584227707839,7.532204154679901,7.099404816676956,6.222420121132155,5.783617904251599,5.046095439323472,102.80197139862024,2.0
3649,8.366750155165146,8.910965965854057,8.60728787821937,8.843394146530542,9.587955280721406,9.26315365146107,8.248349061034887,7.692533833005426,6.742387121422625,130.70382989786188,2.0
aug_1.0_7150680b,6.3938183154104955,6.959094966146677,6.733189759676973,6.830223623368296,7.525040713623765,7.00306613148507,6.129421647860078,5.674243300066056,4.932194262681055,104.11164559696431,1.0
818,8.086195069765429,8.518490296895704,8.14206437651354,8.318787512991221,8.985395881512254,8.793306604899161,8.0738675317986,7.511377805073982,6.573166198634682,122.28374595302851,7.0
1527,8.678541190861633,9.23556789540723,8.915940731265863,9.162408336089019,9.9304331596161,9.613684780437548,8.577565692968845,8.009737485061105,7.03053895403079,134.8950042364765,9.0
aug_mixup_7.0_400186,8.245461686172762,8.784351121112095,8.49003547776185,8.721774671880416,9.454365724455048,9.143230507892167,8.144760348480347,7.5944698301819376,6.655254271219689,128.82535869237785,7.0
654,6.100425524586789,6.292469761489837,5.8845152287745845,5.815441422084421,6.251898567362894,6.298127896374039,6.269951862691761,5.670372078108105,4.793167150122864,85.29019600605947,8.0
aug_mixup_6.0_886883,6.975603183385568,7.531073477856293,7.321872670192432,7.500296831218225,8.175064912767407,7.753619643892753,6.80038607825921,6.26555213930942,5.420383038074916,113.75921410831074,6.0
4954,8.45281497396199,8.985871201749319,8.646857887444952,8.856570989817858,9.616176074222803,9.272661789678676,8.34098628357797,7.749004014699537,6.794947208307509,130.7823337552503,2.0
302,6.231082342601746,6.6191367687962,6.381190778079445,6.53723371392174,7.052852172665079,6.856013055660345,6.207683771862493,5.741266481195182,4.9701864603771835,97.73586542832885,7.0
2021_Aug_31_SR-3501_SN19387Q4__00585.sed,8.334972539785777,8.867212122462997,8.563399483331423,8.799042687870422,9.536444356506642,9.227022867590527,8.223178974401128,7.676135189851735,6.734394950878499,129.75114636793907,3.0
4191,6.303652756190961,6.775840130260858,6.5424593670296485,6.708403370512112,7.273918649010528,7.017557382346148,6.188866188825309,5.772369661914414,5.092051123505765,100.03050518862958,8.0
aug_6.0_907640a2,7.281455761167543,7.787895197148776,7.573233334304486,7.794146729630867,8.418657124415102,8.12525774935752,7.1964123287852795,6.628789479561116,5.74400293779343,117.16743216921391,6.0
2911,8.434818678348394,8.975895234542367,8.648443357701805,8.862238439998185,9.623852765354883,9.278409247207492,8.324271740506902,7.733431722137905,6.778127867524874,130.8635291494938,2.0
3608,7.685077997176988,8.188544661061218,7.907274114173396,8.12002953691772,8.802136696223442,8.495021601749745,7.542125152601266,7.03072659442294,6.173015989452804,120.47248919802708,8.0
2021_Aug_31_SR-3501_SN19387Q4__00216.sed,7.7968359143720125,8.410630075940993,8.164543754991865,8.412528034411512,9.241358884060112,8.740738759573404,7.638440623477649,7.115570208856307,6.165107294493372,124.85960250057488,2.0
2021_Sep_01_SR-3501_SN19387Q4__00423.sed,8.251064534099147,8.809837003406413,8.517994890775086,8.735539457441478,9.478781094042645,9.138766245753018,8.131329829932087,7.580976891963917,6.630041696345876,129.39178608286562,5.0
2021_Aug_31_SR-3501_SN19387Q4__00405.sed,8.690331375794912,9.250481220170759,8.930976571761114,9.17894926684295,9.949725036893277,9.632991361577211,8.588809814862104,8.023990823237309,7.045205984252779,135.1288517960694,0.0
5206,6.756980520884218,7.212171395693688,6.965604661345425,7.146260181692234,7.750693250620891,7.501419768763068,6.674002320900028,6.219764749603489,5.4518763492824585,105.78338631251935,2.0
aug_mixup_9.0_739822,8.167889870727663,8.60445808135666,8.234941046898102,8.404798067037222,9.092943799184706,8.906731846917026,8.161785435656588,7.607961890209578,6.6542306510359,123.27606637250939,9.0
2021_Aug_30_SR-3501_SN19387Q4__00258.sed,5.070125292437729,5.494399387002195,5.284083226708589,5.3654631667795645,5.89773916499873,5.469015062657951,4.758716953678231,4.358284463490018,3.759157828542466,83.62194666109943,1.0
2021_Sep_01_SR-3501_SN19387Q4__00899.sed,7.2203171889539615,7.812568233467388,7.611673492006158,7.807094131341682,8.54510990017036,8.066742982862445,7.057280673064245,6.520159268844095,5.633550420679916,117.9656059832785,6.0
aug_mixup_0.0_73931,8.691589668948422,9.252496459926501,8.934069796340752,9.183896535884525,9.95559170279207,9.637730013973123,8.59102466736376,8.025220845332592,7.0442115068808695,135.21024029222252,0.0
aug_mixup_5.0_572064,8.05678345169143,8.566877586979126,8.26744749417158,8.483925223792104,9.191458485058407,8.932352696920397,7.98418346845159,7.430038400849166,6.498895576604459,125.50720671688006,5.0
4651,8.204391950169189,8.762075310449491,8.468640241973532,8.6909176562031,9.437867608416742,9.087447909558744,8.07496695145708,7.525865431372517,6.591755991682773,128.74956851964282,2.0
229,5.15437106919511,5.462294319262264,5.130979667860107,5.210962186940358,5.671836696020021,5.567636677920925,5.0823625247133455,4.93922393210728,4.477764442458462,72.97542238444987,5.0
2021_Sep_01_SR-3501_SN19387Q4__01031.sed,6.809674531572007,7.473630941263637,7.300224731432216,7.498101822241683,8.349533341924946,7.653615281382882,6.557515505797681,6.122439599476395,5.281512642147888,112.8774947207018,6.0
2021_Aug_31_SR-3501_SN19387Q4__00599.sed,8.380441428188949,8.923091101146944,8.615799935317115,8.84699001887164,9.595030825703411,9.27086188607279,8.257462809894438,7.708894511697067,6.762923547075323,130.59311357186223,3.0
3207,8.351429920587925,8.898577945408679,8.60333419898454,8.840095205748254,9.580648690476789,9.254330703015935,8.239313285153486,7.673548255617307,6.715850716960682,130.82655581295325,7.0
2181,8.321903351535486,8.828829036853769,8.498150317554842,8.716421395721115,9.446833671309015,9.130928749819754,8.212076500809781,7.627230314277882,6.683759390694508,128.62676269453615,2.0
2021_Aug_31_SR-3501_SN19387Q4__00065.sed,6.803351868218037,7.444946207472359,7.232718018449765,7.354963817307542,8.14178456676662,7.554201722632871,6.557786681693561,6.08797873168573,5.276378200756115,110.41171604463625,2.0
aug_mixup_5.0_940003,6.316837763772743,6.7370300413914554,6.476516550039863,6.6197981012828535,7.171865842374801,6.987198015563639,6.239746766966461,5.8503726230248185,5.173703132533809,97.66338323218834,5.0
2021_Sep_01_SR-3501_SN19387Q4__01009.sed,6.228319752088332,6.88163572204076,6.675998596241295,6.76263825728326,7.533114482683725,6.866819684997488,5.903480261400834,5.526931065932768,4.8220419940035955,102.76387472907886,6.0
aug_mixup_4.0_601564,8.671586281497074,9.232907267306912,8.91546562440448,9.164650196523656,9.935882734511782,9.615713346054253,8.569722843883039,8.005396608112125,7.025683753249806,134.96271835400867,4.0
259,2.0270062335656727,2.3496425519170394,2.190270191015137,2.1908800361245966,2.350184912217161,2.3506854692718453,1.957926573594705,1.8563925407184252,1.8608589770142816,33.37117758141555,2.0
2021_Sep_01_SR-3501_SN19387Q4__00117.sed,8.67296824547281,9.234369079605889,8.917739984275244,9.167448410055451,9.93915930032348,9.618386155751804,8.571805356783422,8.006632933540315,7.026177579448307,135.00504839049867,4.0
2021_Aug_31_SR-3501_SN19387Q4__00237.sed,5.6082278284620095,6.005973014666285,5.764148004384495,5.903893464265867,6.426572398593019,6.2371850829219975,5.529771298826293,5.174497923126899,4.569023707902369,85.90656192171595,2.0
300,5.940534790237596,6.403398650144835,6.259359874191324,6.410845654711194,6.891246723937814,6.638501599981804,5.83969331434649,5.37098499538145,4.669186950560124,97.15796871143363,9.0
aug_0.0_28ffc401,8.689791742915954,9.24602845059972,8.926358849841563,9.175724493450737,9.945469604234342,9.632453514103812,8.589984444453878,8.025449182360767,7.047187615849973,135.0440892979679,0.0
aug_0.0_ca79574c,8.554987277346571,9.101843588358255,8.788455690770881,9.035001793474368,9.793842298858667,9.48857837363555,8.462784688048563,7.906027203867771,6.942011689355731,132.95175226264075,0.0
aug_0.0_345b1818,8.70560122530696,9.266053358793274,8.946134840347149,9.19616524254096,9.967257653746158,9.651856908553473,8.605590951611596,8.039272009025524,7.057979620283894,135.3615804848236,0.0
2021_Aug_31_SR-3501_SN19387Q4__00635.sed,8.43624793846824,9.004076515422303,8.70277308586847,8.936118897723922,9.705051211304191,9.352185260928717,8.317090531197477,7.7645794189720965,6.8064591254824585,131.95337109390277,3.0
1125,8.63832303407779,9.193049657887991,8.875203183965889,9.12176995917976,9.887391789877618,9.572277885927784,8.533756349748622,7.971505585630187,6.998565471645133,134.3233331976864,9.0
1958,8.214750561755084,8.74760960800501,8.459370443182237,8.694226179443467,9.416315804349928,9.10154688011071,8.104137762682342,7.54347287957915,6.6002907397254535,128.73344708501457,7.0
2021_Aug_31_SR-3501_SN19387Q4__00643.sed,8.46502649629701,9.034957758881834,8.735442960660535,8.975695656986378,9.750520061599488,9.3935192330759,8.349359861466361,7.794408339467141,6.829019853092866,132.4975071282244,3.0
2021_Sep_01_SR-3501_SN19387Q4__00178.sed,8.662437312698804,9.218882603406307,8.899409707314582,9.145083261769,9.912592892811489,9.596863658530102,8.557467653490875,7.9975300366003195,7.024063598318498,134.6349923349734,4.0
4352,8.6447704507205,9.201747350442988,8.883202231365075,9.129709500323814,9.896458895226026,9.580762572069045,8.540621303807942,7.978905784555864,7.005188131474414,134.42478560042252,9.0
aug_3.0_8c89532d,8.221683443225333,8.753964952491895,8.459518098006814,8.695429583057317,9.420819256958206,9.116560978645936,8.126562608466827,7.584043207632512,6.653425339708775,128.115098842541,3.0
