Sample,red,green,blue,black,N1,N2,N3,N4,Material
aug_6.0_b40f34ec,6.5532750447096815,4.242102291547746,3.11894469998625,42.6468798789199,5.615773681857526,5.4313050990330245,4.981366223760056,3.892540664994246,6.0
2021_Aug_31_SR-3501_SN19387Q4__00261.sed,7.306256264546402,4.825214122601036,3.537164495161817,44.29699016007601,5.884221821929524,5.863457270868795,5.47547206880201,4.339785741514497,2.0
aug_1.0_9a9a44dc,9.683961465548554,6.299267142238463,4.5778451701858955,57.35278720100057,7.781982028354091,7.712655726729899,6.9323890873475955,5.561453356325211,1.0
aug_4.0_1ad08d39,10.012838487713946,6.550680276404351,4.740011799631784,58.67517032162481,7.965824468196781,7.910641917333742,7.192469596285742,5.844380900458345,4.0
2021_Aug_31_SR-3501_SN19387Q4__00385.sed,10.062868495733616,6.6381726172885465,4.819232931269318,59.55547024750202,7.863171152324079,7.88235674439181,7.324736991088009,5.768546922318927,0.0
2021_Sep_01_SR-3501_SN19387Q4__01015.sed,7.174605232192315,4.663054108012434,3.4491913916477666,47.054413131622674,6.047119267084902,6.075058295963751,5.397474383699808,4.07581393865621,6.0
1021,7.414057237369436,4.822659103725998,3.458194321528007,44.380618368336215,5.933724200379154,5.887126670776384,5.391726659961963,4.179753949398352,8.0
576,7.2225345951679305,4.6540467353158395,3.3133890460361424,42.528033378832305,5.569842356514141,5.59091881980558,5.250748973583294,4.090956908258245,2.0
761,9.06631888282383,6.062155021936714,4.47995392003163,53.87434326725298,7.060725685684034,7.121061660811604,6.684136342283089,5.253036986345063,7.0
2021_Aug_31_SR-3501_SN19387Q4__00102.sed,8.893754754149557,5.710636550201851,4.216350242525463,55.04869036866216,7.236736804673087,7.0359460989317855,6.3359633715912675,5.032991880882968,2.0
aug_3.0_2b89533b,9.585150572947747,6.4329557889000295,4.578004977920033,57.78837312904321,7.693228042641072,7.597763971707042,7.034915106756751,5.606872771918595,3.0
3523,9.86963922265191,6.531990553974215,4.7936846518695715,59.01378884185052,7.954695344245902,7.77944068410659,7.1993033175353744,5.797960807663202,9.0
2021_Sep_01_SR-3501_SN19387Q4__00384.sed,9.319604521171636,6.273376438315674,4.466498114780132,55.880031043107415,7.636824607684771,7.448053627830189,6.919652488151092,5.410984091155723,5.0
3866,9.435988656038049,6.317967999642239,4.51874167991254,57.13036403230338,7.6089713273453885,7.529527176487701,6.9137347990990845,5.532085363814764,2.0
aug_3.0_fa0a66b8,9.603804067293622,6.318763282908839,4.669506409609667,56.71113807525766,7.6501460662782135,7.60601044056566,7.02558199557401,5.5015401615004516,3.0
2072,6.110397821437851,3.9498151223741496,2.958661979754228,35.54349140928143,4.602246104010964,4.636600768432385,4.537229204187786,3.5327509516713773,8.0
2021_Aug_31_SR-3501_SN19387Q4__00473.sed,9.495106766948307,6.329956462745609,4.523966472929288,56.88389805966375,7.660491339664483,7.400436408689045,6.865899157593988,5.539363481967039,3.0
1467,9.418350024631522,6.333960831409436,4.643685463469424,56.518617642726895,7.557871861852675,7.6185703385368555,7.061693009572491,5.503350939798532,2.0
aug_0.0_e8471688,10.028932324502012,6.511976041665056,4.8002795252962756,59.54367202667442,8.013737223603805,7.709053400264085,7.336412578231364,5.722612166283782,0.0
3092,8.2997805913767,5.33384338829658,3.8336141574317333,51.01197220818305,6.845092679565592,6.627523209681662,6.020561491672662,4.728656629262292,8.0
2021_Aug_31_SR-3501_SN19387Q4__00010.sed,6.8725840119603765,4.535180822796359,3.427040548700316,42.3733979880559,5.617931040650727,5.6260889472338995,5.131083471435774,3.9893111732761644,2.0
718,8.35279622542878,5.557902523169206,4.095919132556335,47.32124040252335,6.445064429018105,6.461890286174893,6.260378035863511,4.778162320867254,7.0
1115,9.658140567184379,6.374110353170523,4.59566765766583,56.21837571402162,7.643481256943933,7.50804614229401,6.860474939633144,5.421751757935062,9.0
46,4.3818816168794665,3.1064950835049894,2.326875635191059,26.468916058586817,3.5925787902819843,3.504274841610623,3.3319753540998502,2.722924262118398,7.0
2021_Sep_01_SR-3501_SN19387Q4__00709.sed,3.1024607049164836,1.9705748594546082,1.5536243435982666,20.783116120922113,2.6385222697606787,2.5965553045691507,2.4225044626058536,1.8276473096655295,6.0
4759,9.753227859067094,6.527100530276285,4.78505675978498,58.76179051062305,7.922698406946335,7.8617740761877615,7.246872583509007,5.748993642684024,9.0
341,2.1301736482406346,1.3269413708833517,0.9149345234443224,12.98012300478902,1.6658385619048617,1.7008255588759433,1.5581485475463104,1.2258703403134865,2.0
2021_Aug_30_SR-3501_SN19387Q4__00338.sed,9.151869769623932,5.779475488284905,4.207500694636123,55.54100477757025,7.548892775432171,7.199684433831341,6.544693863703344,5.06743771547394,1.0
2021_Sep_01_SR-3501_SN19387Q4__00644.sed,9.409395365077133,6.25204645121091,4.451087225044886,56.428940689459,7.72226704245354,7.461085244195454,6.8493013847312785,5.496837680404117,5.0
2021_Aug_31_SR-3501_SN19387Q4__00170.sed,7.970960925700381,5.132340667191353,3.8331291428916634,49.24025129878174,6.534432780262103,6.4879537588323135,5.89408886339908,4.590699812417694,2.0
2540,9.806845805100119,6.455912737468049,4.70873925900035,58.209794806771875,7.751158319907165,7.708065479971548,7.081920473297117,5.652288632680227,7.0
2021_Sep_01_SR-3501_SN19387Q4__00816.sed,9.76841757618168,6.451797547809181,4.614049374355469,58.58561812630642,7.986022545765852,7.660440070924454,7.045620864355614,5.652441340685077,6.0
1964,9.662454636061783,6.291274824826338,4.567322418856955,56.69949450277505,7.674336118754877,7.5816845215708994,7.032326916573069,5.517306796048072,7.0
4899,6.867014763232575,4.702761875363208,3.4874984374750775,38.220365734775456,5.131290707325832,5.119408041881443,5.1922857322587435,3.988315571097838,8.0
4223,9.034366677144723,5.931442695002648,4.187389331352183,53.994598685013024,7.304489914457552,7.126457990739963,6.567644024556855,5.166979698997698,7.0
5111,9.903139522171168,6.5236386769890045,4.78582104844278,58.69275874238607,7.926050396775634,7.712969822995573,7.239750361829021,5.724325394663024,9.0
2021_Aug_31_SR-3501_SN19387Q4__00354.sed,9.771215077606874,6.664413193997018,4.7609559777368675,59.42672342264875,7.956405056173011,7.955992824592251,7.198885827033984,5.7509242016119595,0.0
2021_Sep_01_SR-3501_SN19387Q4__00802.sed,9.98433685987815,6.391422191196265,4.667033113928512,58.83629134308231,7.90265027732964,7.747835917145671,7.058695005800182,5.599025455329239,6.0
2021_Sep_01_SR-3501_SN19387Q4__00609.sed,9.322127046268912,6.2170916816357185,4.404997798263131,55.08858738373201,7.371893474777962,7.268443698412583,6.700126534073023,5.416671237569274,5.0
aug_6.0_3989555e,9.656634625377682,6.361160412505892,4.616645341332005,58.43273759633644,7.76266736988878,7.566998665325062,7.095453948066463,5.535665494728759,6.0
4914,9.33250250651069,6.300028031285567,4.56107884479687,56.215987153215636,7.584965633101672,7.532537035860942,6.7760140623129645,5.49060586794914,2.0
2021_Sep_01_SR-3501_SN19387Q4__00034.sed,10.032392679436759,6.58851902950722,4.783754028709845,60.26624404138784,8.004676751423776,7.918238020563541,7.2245215889256444,5.825301943894448,4.0
2021_Sep_01_SR-3501_SN19387Q4__00176.sed,9.919297568778859,6.601312991016045,4.732122135720441,59.16147913979592,7.9904460226603655,7.814429362231847,7.184184744515358,5.693553546821237,4.0
5241,8.169750045290161,5.45136966476669,4.032336802457318,50.94915021782565,6.720027078549554,6.657059911630953,5.9352772427764995,4.790519325505326,2.0
4248,8.723402535740426,5.7139871400329545,4.06125810364098,51.86178823525962,6.940981214839824,6.761364342380448,6.425059398839871,5.037090533695169,7.0
aug_0.0_f16076ff,9.871654483751007,6.642192966746302,4.739276193447558,58.49307612663501,8.105107203441989,7.930262535119497,7.208327933708648,5.8580130120038305,0.0
2021_Sep_01_SR-3501_SN19387Q4__00758.sed,9.641246321893478,6.319694607748124,4.54638780977799,57.338974980497945,7.694820652251917,7.668019908744787,7.1134665348228,5.529696814996635,6.0
3574,7.419993836565684,4.736440819515454,3.388664191298748,43.05671541480202,5.8397733663982665,5.806656726390346,5.298168441954395,4.096535707473346,8.0
2021_Sep_01_SR-3501_SN19387Q4__00868.sed,8.321839127212494,5.106758487138152,3.708332562499604,50.779452660502876,6.51585614049633,6.497427892683821,6.005313290800918,4.612470488256547,6.0
4234,9.775143736751012,6.329068155457782,4.663489566379557,58.91831532894354,7.786260360788016,7.611523484863058,6.983604326575635,5.618790561559285,7.0
828,5.64613217073115,3.5615681960626513,2.5672993355008193,32.39262719685988,4.292506982882354,4.342439737800059,4.0258818660056885,3.0819612410532176,8.0
2021_Aug_30_SR-3501_SN19387Q4__00223.sed,9.774979853752606,6.064711076408558,4.353622547231068,56.7693513090364,7.5449303823920415,7.498881897894702,6.904304519967135,5.302259472980202,1.0
2021_Sep_01_SR-3501_SN19387Q4__00556.sed,9.438407237436948,6.24706569795687,4.457930377637667,57.00630868612894,7.67100357152664,7.599509904303438,6.872405598628907,5.300235169825193,5.0
2021_Aug_30_SR-3501_SN19387Q4__00068.sed,9.698772961918015,6.259191871285869,4.497693936338025,57.994770128992265,7.585868857797939,7.543595894327882,6.900213701337112,5.43502698398995,1.0
2021_Aug_31_SR-3501_SN19387Q4__00045.sed,7.386572544136932,4.779218952603327,3.601288402912072,46.90686924434437,6.162841476294062,6.081551636953569,5.499446891714014,4.236144680865144,2.0
aug_1.0_07ddf4ce,8.220702836148213,5.201066340532082,3.6452254603509777,49.061008875140836,6.350308122078011,6.432800358421765,5.895948499255977,4.528367601970352,1.0
aug_3.0_8c89532d,9.519911595124078,6.325674683804014,4.465758655205378,56.96895658379161,7.488786673468544,7.488055816102529,6.891668421288683,5.373484215204808,3.0
4646,9.267991036829473,6.027600129267219,4.384785941213143,54.97917392826741,7.420102674867547,7.348105431685057,6.745093428771184,5.350336073045589,2.0
2021_Aug_31_SR-3501_SN19387Q4__00434.sed,10.120221253569888,6.721188191659932,4.783405355274181,58.87709687165072,7.870608383388783,7.775399682148866,7.334137356476979,5.797448774611237,0.0
4809,8.948655649125552,5.916957981232886,4.4219800392940085,54.329965879613546,7.074719887895409,7.071512121964792,6.724198893661414,5.294228989970002,7.0
3214,9.828746537221448,6.37351746142596,4.507839601974607,57.87560369606648,7.785012339704112,7.6873722581020285,7.051815682291083,5.598234009331824,7.0
2021_Aug_30_SR-3501_SN19387Q4__00114.sed,9.975069355590678,6.5876800284695864,4.81800185753562,58.509724685403356,8.021073783011134,7.916913588807248,7.146815817386472,5.656763794038863,1.0
2021_Sep_01_SR-3501_SN19387Q4__00069.sed,9.855477788200634,6.610419398939598,4.712616525940505,59.936288577681005,8.017963551903035,7.892276963859328,7.260796252788572,5.762781254848382,4.0
aug_1.0_5e7dc3d2,9.562709119032906,6.30851097023216,4.45229414483293,56.699945093274664,7.654187523752884,7.606799802762333,7.178276929787599,5.403384872660587,1.0
2021_Sep_01_SR-3501_SN19387Q4__00127.sed,9.989163693500442,6.650586987274409,4.829860414626175,59.26120845283521,8.043282822380478,7.975652836436812,7.235157586013335,5.764032210797198,4.0
3687,8.08393732145549,5.365880049486848,3.915246762634555,48.98756339672802,6.513113413571546,6.398714109876415,5.852735887507989,4.754900351576625,2.0
593,9.414697451179416,6.339097544633701,4.534623555687929,55.19839649594613,7.307679422410779,7.336339090096028,6.970660810159792,5.429332425826278,9.0
2021_Sep_01_SR-3501_SN19387Q4__01031.sed,7.907648507312384,4.956000175363457,3.669148040181419,49.960513879442836,6.800035248364367,6.552363502495688,5.7141020094392765,4.268429861444261,6.0
aug_0.0_f2cff2fd,9.983904806358634,6.602844614403522,4.760032172336928,59.13130334993402,8.057364734713865,7.889987861491448,7.402407981569165,5.733535095054073,0.0
aug_6.0_3afed662,5.904461814918051,3.7023998502806057,2.616055046793854,36.49492607904634,4.709909454401632,4.648457613300905,4.3092877722282825,3.312481165323791,6.0
545,7.373251131292537,4.780263627804014,3.396397872711337,43.524980847739705,5.770915715310513,5.730571524816841,5.336076853266294,4.108179532792085,2.0
3159,9.760359008533165,6.308251124582562,4.613552853797373,56.73171193277572,7.647396057458053,7.49497005179074,6.993046466232383,5.613749246334639,9.0
aug_4.0_54135be0,9.829825669268542,6.4726708215834945,4.642671192940001,58.78501976606139,7.969474972307486,7.781199485013849,7.236315194234111,5.739579693144362,4.0
4228,9.749969368078434,6.401943797225123,4.66535550428392,57.49391081683626,7.836093874340738,7.68587541901059,7.189633924372425,5.615435175757375,7.0
2021_Sep_01_SR-3501_SN19387Q4__00504.sed,9.351192325218301,6.030195693625557,4.41802871598917,55.95652939757258,7.226217194513598,7.264807770136821,6.836348333491612,5.332187261022274,5.0
2021_Aug_31_SR-3501_SN19387Q4__00516.sed,9.82045872288629,6.348463497445825,4.550984723444366,57.81581471071824,7.879934756487008,7.552497344511174,7.0094544216723955,5.592697328286413,3.0
aug_6.0_4cb46793,9.341577758285355,5.920300332018056,4.324752129234981,56.54042434515313,7.528960144145338,7.220958208819648,6.595288388366189,5.122587702419574,6.0
2313,9.7869933988137,6.351597502293676,4.583341627366943,57.90992680438926,7.729210846722371,7.731448927688045,7.179815241087486,5.637512174428286,7.0
763,9.09436428472811,6.145594522513731,4.418580352350429,53.61637435745124,7.243053487675696,7.232143194720016,6.6739771151677045,5.302955758904907,7.0
2021_Sep_01_SR-3501_SN19387Q4__00438.sed,9.5533857388522,6.323145435101591,4.458162287527907,56.80451963809577,7.648177504582084,7.640218525542118,6.932631387239953,5.532541578697722,5.0
4413,9.615828500769132,6.442678949174503,4.723058324429424,57.07138613674521,7.613555269395832,7.605130306035593,6.916829990521104,5.564998741194224,2.0
aug_6.0_c02a678f,8.655079094670375,5.353522923762488,3.924611204959231,52.282274766322104,6.968013470860349,6.957497260309234,6.177124988839602,4.711537124486031,6.0
aug_0.0_16c4a1c7,9.862386962909898,6.694935022558173,4.739860528527738,60.08966150883821,7.858817686396935,7.609308633280411,7.323574797257454,5.700446019262767,0.0
2021_Sep_03_SR-3501_SN19387Q4__00183.sed,10.219371127382365,6.445811358699051,4.770345576106965,59.78550534346628,8.024021143162901,7.924613981400527,7.279886823715098,5.8301782008668654,0.0
4283,8.706071726255182,5.611518761320983,4.065636144885109,52.14209712517385,6.851610002045437,6.926636397399747,6.276512035454718,4.899605525567739,7.0
2021_Aug_30_SR-3501_SN19387Q4__00100.sed,9.847140881374541,6.445669914095338,4.729231978018227,58.534044019416356,7.8247010905814784,7.8053843121634054,7.183204385135192,5.612109384192907,1.0
2021_Aug_31_SR-3501_SN19387Q4__00039.sed,7.232504756955484,4.714325201545237,3.496899995255205,45.63476608584194,5.976816983421695,5.947820934739653,5.3494763169154576,4.172621403432521,2.0
3732,8.510186696749807,5.3406691334400245,3.8075560110054423,49.83610815133874,6.564887728761781,6.590416110651073,6.004054642440402,4.69229022899912,7.0
aug_1.0_f7274b82,9.663712369368428,6.277303710385923,4.569572104933307,56.819650191426874,7.750806695650215,7.65050359741508,6.992329842445219,5.637862572822131,1.0
3628,7.3221115179007255,4.6563888720524576,3.3810987492782045,42.56466321475484,5.824656865184536,5.687025614964299,5.283572012813974,4.098060824372475,8.0
2021_Sep_01_SR-3501_SN19387Q4__00590.sed,9.786719936063008,6.382197413127326,4.659302961851227,58.20034788188869,7.801412971774786,7.560213200371754,7.033432598225358,5.489307043119496,5.0
1351,8.545628579440955,5.568380472664579,4.039093658011022,51.79397244636339,6.888852869091945,6.756469103359157,6.364994855978885,4.947851231785928,8.0
5302,8.394793049576618,5.528197076312357,3.9196479486123166,48.60396616874582,6.667977704778972,6.58016582406904,5.94095749311943,4.799767019034803,7.0
2021_Aug_31_SR-3501_SN19387Q4__00730.sed,9.413733628769391,6.2713559880578735,4.535399119562083,57.25511351569923,7.776309499733716,7.60949883630702,6.868909122636767,5.6213586251741505,3.0
aug_1.0_54e7fe87,6.045215694292623,3.6174604023906793,2.5974225188675972,37.223360077730945,4.824183763667811,4.861990943207918,4.403529789944846,3.290666344549763,1.0
2484,9.05218148607031,5.911793390635685,4.127828136087531,53.56407273936718,7.213863480907539,7.172835148322476,6.525309071661146,5.073799677294487,8.0
1281,9.85595863158838,6.696719829839363,4.686412539092415,59.36317406982411,7.941343077454809,7.859411149445894,7.223222125658048,5.697188774260528,9.0
4649,9.462788294051963,6.250493288527607,4.501707534906834,57.458621698048155,7.560864478725868,7.548242790494315,6.949860277558145,5.365754596146429,2.0
2411,9.166550462366159,6.16162595981376,4.41288579465675,52.7135345936351,7.278998468183936,7.273333288601684,6.664749036201765,5.232873767519337,9.0
1446,9.278831837363041,6.215529331448174,4.480389646715417,53.29431099186813,7.444073453420591,7.308896112930598,6.895201650152463,5.35013376415445,7.0
2021_Aug_31_SR-3501_SN19387Q4__00787.sed,9.86230171915684,6.349489222639791,4.608715507561149,58.13579179149816,7.829101111228763,7.7883196370828385,7.054811108219113,5.648713598574005,3.0
aug_3.0_9a36e3c4,9.541464274656697,6.264872711283625,4.549603418251039,56.34593073154848,7.491623355579655,7.568221635003643,6.905212756541217,5.4800542273940644,3.0
3005,6.9042098835819,4.722720548781949,3.4971051211335142,38.198319136271046,5.0818008509969745,5.224618276088923,5.203911650172874,3.996009789884444,8.0
2021_Aug_31_SR-3501_SN19387Q4__00147.sed,7.216976831957483,4.863384424887762,3.5752148073263363,44.745353585675275,6.028610813264942,5.951420450006045,5.458965395054039,4.317349422574402,2.0
2021_Sep_01_SR-3501_SN19387Q4__00804.sed,9.662367458200249,6.415180175798017,4.6638599202364865,58.10098534988052,7.837196457047167,7.678830752831365,7.005611704533139,5.594329386757103,6.0
3491,9.86710000338721,6.515444266938041,4.73304640487135,58.723231063769575,7.8447598103839145,7.872629184025582,7.139573022388669,5.6117866126881975,7.0
2021_Aug_31_SR-3501_SN19387Q4__00155.sed,7.460998245171196,4.990210909027835,3.7007678588103494,46.877862120868414,6.173671686019428,6.063586017009984,5.617680182793823,4.2904657258862935,2.0
aug_0.0_2f83bbbe,9.769360744822805,6.68581289521127,4.753239089710592,59.36320333446493,7.913095830656701,7.903445371014739,7.3639187563756066,5.8978624918975475,0.0
aug_0.0_9cab7c96,9.974590804881911,6.569882695989078,4.758140488369884,59.39082813044388,7.969130044342328,7.8619439387894845,7.2000800924178066,5.763808780879225,0.0
722,8.716382496120056,6.016586959353334,4.325205343278921,50.59290716022296,6.7381741609738,6.9293301742095235,6.532420257058316,5.2105649645395875,9.0
aug_4.0_18758e49,9.962390458642906,6.6195784623093665,4.816833167583225,59.053004801185075,7.826577431032251,7.955890751179351,7.054974498054115,5.7478034363911945,4.0
aug_0.0_5be8a2c7,9.71935209558878,6.527951838717937,4.7723985699469615,58.05448456694595,7.892446848829086,7.713510050516868,7.302302743191341,5.6780173074768525,0.0
2021_Sep_01_SR-3501_SN19387Q4__00741.sed,9.493684050570813,6.388232602024103,4.4824758341960145,57.80979625539897,7.567929172880322,7.4253201059791225,6.9834826167335535,5.4662818783084175,6.0
4785,9.028417153218673,6.0784047103183365,4.397975308310947,53.733737300791034,7.084732030108974,7.109813012147308,6.537430218669585,5.251059124931531,7.0
5303,9.71973168531891,6.4230044586565915,4.622664692401344,58.054894949376894,7.887031982308957,7.873405072380539,7.200272948211244,5.71493569990142,7.0
aug_5.0_38e231a2,9.7393776679319,6.374355566628916,4.575541608711201,59.00575173695532,8.021686446911813,7.718522548775731,7.0070976823446385,5.617563363711414,5.0
2021_Aug_31_SR-3501_SN19387Q4__00179.sed,8.204799256079077,5.292509560955999,3.8801412652271066,50.20373494057992,6.777772111093483,6.610108685041807,6.02796706066396,4.707502879768659,2.0
aug_3.0_752daa65,9.572060363065818,6.298063555955924,4.5018536814576064,55.43085236839525,7.599501192604365,7.69667406959143,6.832588193063828,5.532538886808079,3.0
4768,9.994190919854798,6.472864464815681,4.730973458294597,58.001348961517444,7.97887968809054,7.900338158238324,7.13309414254374,5.816567130385312,9.0
2021_Aug_31_SR-3501_SN19387Q4__00639.sed,9.715536575931129,6.398152556193245,4.64708653874512,57.54861108251723,7.732726696970469,7.663840888214162,7.066565599182569,5.635377876555063,3.0
2021_Sep_01_SR-3501_SN19387Q4__00518.sed,9.305913029311627,6.071855994352632,4.475393876177113,55.78872095575474,7.37676328513089,7.288213938571559,6.810793295118321,5.398023921227377,5.0
781,8.373782451820281,5.558565778810774,4.146150570663447,48.60884490504468,6.463212856031592,6.492546530577415,6.16965833349703,4.873448480022714,2.0
2021_Sep_01_SR-3501_SN19387Q4__00777.sed,9.617116991909798,6.294955607149795,4.6053773650068885,57.102143988283544,7.813143504818771,7.709526792333644,7.055822956824059,5.620369053831159,6.0
928,7.96940741385053,5.0978016097490135,3.716159637608781,47.90608601420969,6.345524098368917,6.354859363185271,5.70018412558906,4.47196569718591,2.0
4103,9.726028622543305,6.435882946725552,4.55716547571387,57.832205330250105,7.647145026765014,7.621659139458598,6.820368203188712,5.527596397185016,7.0
2086,8.107941121223723,5.5951435951311375,3.9466430924324967,48.23663426137397,6.300566292858623,6.401444284102903,6.175719262764988,4.801966871437115,8.0
4038,9.694659234394363,6.589007637133063,4.642554671216418,58.23535959357764,7.870582891568813,7.681054880481139,7.144432591671511,5.708060046046127,9.0
aug_3.0_a662bad7,9.767375518418214,6.418080944919096,4.57028894117551,57.87674124919647,7.766316838940404,7.719315019215607,7.063761447770669,5.546935264261115,3.0
5305,9.69155983074685,6.357902930955463,4.5582050631609405,58.188389565457825,7.756177474022309,7.7383840615468475,7.013765879231482,5.620033460546795,7.0
4928,8.651935927943766,5.944120371485718,4.278920686821908,50.04835975783222,6.747992896280914,6.845791959621455,6.5081652125091,5.076951589719449,2.0
4709,8.38718700909716,5.367444207363496,3.874039350574456,50.947878872189975,6.765906829518747,6.624585078488135,6.062682121335145,4.760531996519127,8.0
4662,9.431798086471934,6.1993481328468025,4.451621902843189,56.77424788305377,7.626285140783013,7.339873812452286,6.842147628707763,5.38418623933133,7.0
4151,9.701698849851903,6.397011190086451,4.7246012989115656,57.86703913892173,7.916026457035606,7.851298917476932,7.02320735571356,5.6648634562345315,7.0
3565,9.78441206659078,6.381085111676817,4.711399602277422,57.76794781455069,7.791542856152165,7.788669300337968,7.146985948776107,5.64626239429935,7.0
2021_Aug_30_SR-3501_SN19387Q4__00142.sed,7.616690555158632,4.767600360947496,3.431140541360847,46.798396276205516,6.050192017757984,6.051682195933212,5.535345094063005,4.224097719530655,1.0
1494,9.607152217085629,6.5273270930959555,4.70597694036228,56.13717715092413,7.636610265915324,7.518015008344387,7.104009976014025,5.658305820463022,2.0
4079,9.774577485252383,6.56500096608746,4.74667048941194,58.06296192394036,7.718705538055396,7.861368781134293,7.391502078398716,5.805846863732499,9.0
3519,9.747392249336958,6.6479770117813475,4.758026880068215,59.13339108290112,7.829766219409444,7.835123313218418,7.177210571887236,5.677422474697986,9.0
2468,8.946330317611713,6.05621991515905,4.425908965300305,55.581791158914356,7.410232884003889,7.228593238220133,6.677822490864457,5.292609025474684,9.0
1248,8.861264786635472,5.8997086816569135,4.241349873478486,53.295133913962076,6.990732802018384,6.919048544194127,6.500735519333463,5.009761940954831,8.0
2021_Aug_31_SR-3501_SN19387Q4__00742.sed,9.569225710625128,6.427915756834726,4.581355263743128,57.70034193907596,7.706428951545905,7.662819113426183,6.939958317419979,5.434612731628385,3.0
4801,9.56993988919128,6.4077096086986804,4.55332824169596,57.22889794977197,7.745679388507369,7.622968507038908,6.872684194996609,5.571808860363976,7.0
2013,9.051452060493252,6.199311512002634,4.381502678464589,54.184995764457305,7.0099938121739696,7.042931185261241,6.8484913273720185,5.253080323695619,7.0
1046,9.434956254324849,6.351584194964979,4.6217628297808995,57.164341743984394,7.65853682430533,7.578860775076571,7.061443332737707,5.66167376275262,2.0
1328,7.8409415524288795,5.110370449998303,3.6792337698467903,46.07442937533197,6.0655731110597495,6.133308140618861,5.67841427636033,4.456291980822527,2.0
2212,9.662902284260472,6.37531168295049,4.650083211332705,56.952030284016594,7.629330510609733,7.446219583765995,6.979005040830324,5.628847434986136,2.0
2021_Sep_01_SR-3501_SN19387Q4__00527.sed,9.504895893519889,6.166994353155997,4.336394449614742,55.47986053577052,7.642993307707861,7.584108485878937,6.888881815370893,5.4080687954890845,5.0
2021_Sep_01_SR-3501_SN19387Q4__00494.sed,9.096382234874445,6.092290931051469,4.301676862399996,55.24254727980484,7.367924597482848,7.19075666688298,6.716175507941224,5.13864867378447,5.0
